TIMESTAMP,ENCODER_POS_1,ENCODER_POS_2,ENCODER_POS_3,ENCODER_POS_4,ENCODER_POS_5,ENCODER_POS_6,ENCODER_POS_7,ENCODER_VEL_1,ENCODER_VEL_2,ENCODER_VEL_3,ENCODER_VEL_4,ENCODER_VEL_5,ENCODER_VEL_6,ENCODER_VEL_7,MOTOR_CURRENT_1,MOTOR_CURRENT_2,MOTOR_CURRENT_3,MOTOR_CURRENT_4,MOTOR_CURRENT_5,MOTOR_CURRENT_6,MOTOR_CURRENT_7,MOTOR_CURRENT_8,MOTOR_CURRENT_9,MOTOR_CURRENT_10,MOTOR_STATUS_1,MOTOR_STATUS_2,MOTOR_STATUS_3,MOTOR_STATUS_4,MOTOR_STATUS_5,MOTOR_STATUS_6,MOTOR_STATUS_7,MOTOR_STATUS_8,MOTOR_STATUS_9,MOTOR_STATUS_10
0.019003812,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32359,32964,32763,33229,32782,34046,34046,28768,32939,42277,32359,32964,32764,33230,32781,34048,34048,28768
0.020003208,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32966,32763,33230,32779,34046,34047,28767,32939,42277,32359,32964,32764,33230,32782,34048,34048,28768
0.021003846,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32964,32764,33228,32782,34047,34050,28768,32939,42277,32359,32964,32764,33230,32782,34048,34048,28768
0.022003848,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32357,32964,32763,33231,32782,34049,34048,28769,32939,42277,32359,32964,32764,33231,32782,34048,34048,28768
0.023004294,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42278,32360,32963,32765,33229,32781,34047,34046,28767,32939,42277,32359,32964,32764,33231,32783,34048,34048,28768
0.02400417,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32966,32763,33231,32782,34048,34046,28768,32939,42277,32359,32964,32764,33231,32783,34048,34048,28768
0.025003596,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32359,32962,32764,33231,32783,34048,34048,28768,32939,42277,32359,32964,32764,33231,32783,34048,34048,28768
0.026015802,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32963,32763,33231,32781,34046,34049,28766,32939,42277,32359,32964,32764,33231,32783,34048,34048,28768
0.027003972,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32962,32763,33229,32784,34051,34048,28767,32939,42277,32359,32964,32764,33231,32784,34048,34048,28768
0.028003974,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32357,32964,32762,33230,32783,34049,34049,28766,32939,42277,32359,32964,32764,33231,32784,34048,34048,28768
0.02900409,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32358,32966,32763,33230,32782,34047,34047,28768,32939,42277,32359,32964,32764,33231,32784,34048,34048,28768
0.03000426,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32359,32961,32765,33230,32783,34047,34047,28766,32939,42277,32359,32964,32764,33231,32785,34048,34048,28768
0.031003266,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32360,32964,32762,33231,32786,34047,34045,28764,32939,42277,32359,32964,32764,33231,32785,34048,34048,28768
0.03200337,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32964,32764,33231,32782,34045,34046,28768,32939,42277,32359,32964,32764,33232,32785,34048,34048,28768
0.033003564,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42278,32357,32962,32764,33232,32786,34049,34047,28768,32939,42277,32359,32964,32764,33232,32785,34048,34048,28768
0.03400371,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32937,42276,32358,32963,32762,33230,32784,34050,34048,28767,32939,42277,32359,32964,32764,33232,32786,34048,34048,28768
0.035003484,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32360,32964,32764,33232,32785,34047,34048,28768,32939,42277,32359,32964,32764,33232,32786,34048,34048,28768
0.03600357,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32964,32764,33230,32785,34045,34048,28766,32939,42277,32359,32964,32764,33232,32786,34048,34048,28768
0.03700353,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32357,32962,32762,33232,32786,34050,34048,28767,32939,42277,32359,32964,32764,33232,32787,34048,34048,28768
0.038003766,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32359,32966,32766,33231,32786,34046,34045,28768,32939,42277,32359,32964,32764,33232,32787,34048,34048,28768
0.039015936,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32357,32963,32762,33232,32786,34047,34045,28768,32939,42277,32359,32964,32764,33232,32787,34048,34048,28768
0.040003578,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32359,32963,32763,33232,32787,34051,34048,28768,32939,42277,32359,32964,32764,33232,32787,34048,34048,28768
0.041003238,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32940,42277,32359,32965,32764,33231,32789,34046,34045,28768,32939,42277,32359,32964,32764,33232,32788,34048,34048,28768
0.042003216,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32360,32960,32763,33232,32785,34048,34048,28767,32939,42277,32359,32964,32764,33232,32788,34048,34048,28768
0.043003572,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32357,32964,32765,33232,32788,34049,34050,28770,32939,42277,32359,32964,32764,33233,32788,34048,34048,28768
0.044003844,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32963,32763,33231,32788,34048,34049,28768,32939,42277,32359,32964,32764,33233,32788,34048,34048,28768
0.045004074,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32964,32766,33231,32787,34048,34047,28768,32939,42277,32359,32964,32764,33233,32789,34048,34048,28768
0.046003626,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32963,32764,33234,32789,34048,34048,28769,32939,42277,32359,32964,32764,33233,32789,34048,34048,28768
0.047004048,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32359,32965,32763,33232,32789,34046,34048,28768,32939,42277,32359,32964,32764,33233,32789,34048,34048,28768
0.048003348,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32963,32760,33233,32788,34048,34046,28768,32939,42277,32359,32964,32764,33233,32790,34048,34048,28768
0.049003344,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32963,32765,33232,32790,34047,34048,28767,32939,42277,32359,32964,32764,33233,32790,34048,34048,28768
0.050003292,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32357,32962,32763,33233,32790,34048,34047,28767,32939,42277,32359,32964,32764,33233,32790,34048,34048,28768
0.05100363,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32966,32764,33233,32789,34047,34049,28766,32939,42277,32359,32964,32764,33233,32790,34048,34048,28768
0.052014222,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32358,32963,32763,33231,32789,34048,34046,28768,32939,42277,32359,32964,32764,33233,32791,34048,34048,28768
0.053003424,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32964,32762,33233,32790,34047,34047,28769,32939,42277,32359,32964,32764,33234,32791,34048,34048,28768
0.05400393,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32357,32963,32764,33233,32789,34048,34046,28767,32939,42277,32359,32964,32764,33234,32791,34048,34048,28768
0.055004346,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32965,32765,33233,32791,34048,34049,28768,32939,42277,32359,32964,32764,33234,32792,34048,34048,28768
0.056003736,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32960,32762,33234,32791,34047,34048,28770,32939,42277,32359,32964,32764,33234,32792,34048,34048,28768
0.057004032,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42278,32359,32965,32763,33235,32793,34046,34046,28768,32939,42277,32359,32964,32764,33234,32792,34048,34048,28768
0.058004052,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32357,32965,32764,33232,32790,34050,34047,28767,32939,42277,32359,32964,32764,33234,32792,34048,34048,28768
0.059003958,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32961,32764,33234,32792,34048,34048,28767,32939,42277,32359,32964,32764,33234,32793,34048,34048,28768
0.060003846,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32357,32966,32763,33234,32793,34047,34048,28768,32939,42277,32359,32964,32764,33234,32793,34048,34048,28768
0.061003902,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32963,32765,33234,32793,34048,34048,28767,32939,42277,32359,32964,32764,33234,32793,34048,34048,28768
0.062004018,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32358,32962,32763,33234,32792,34047,34048,28769,32939,42277,32359,32964,32764,33234,32794,34048,34048,28768
0.063004194,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32358,32965,32763,33234,32793,34048,34047,28768,32939,42277,32359,32964,32764,33234,32794,34048,34048,28768
0.06400413,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32963,32763,33234,32793,34046,34050,28766,32939,42277,32359,32964,32764,33235,32794,34048,34048,28768
0.065015052,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42276,32358,32964,32763,33234,32795,34047,34046,28767,32939,42277,32359,32964,32764,33235,32794,34048,34048,28768
0.066004314,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42277,32358,32964,32766,33235,32792,34046,34048,28768,32939,42277,32359,32964,32764,33235,32795,34048,34048,28768
0.067003392,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32964,32763,33235,32794,34047,34048,28766,32939,42277,32359,32964,32764,33235,32795,34048,34048,28768
0.068004258,8379252,9130143,7485273,8388659,8388556,8388567,8388568,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32962,32762,33235,32797,34048,34048,28767,32939,42277,32359,32964,32764,33235,32795,34048,34048,28768
0.069003252,8379252,9130143,7485273,8388659,8388556,8388566,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32965,32765,33228,32787,34047,34048,28766,32939,42277,32359,32964,32764,33215,32775,34048,34048,28768
0.070004016,8379252,9130143,7485273,8388659,8388556,8388566,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32963,32765,33213,32775,34050,34047,28768,32939,42277,32359,32964,32764,33214,32775,34048,34048,28768
0.07100319,8379252,9130143,7485273,8388659,8388556,8388566,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32963,32762,33215,32774,34047,34046,28768,32939,42277,32359,32964,32764,33214,32775,34048,34048,28768
0.072003474,8379252,9130143,7485273,8388659,8388556,8388566,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32359,32963,32763,33212,32774,34045,34050,28770,32939,42277,32359,32964,32764,33214,32775,34048,34048,28768
0.07300344,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32357,32965,32764,33214,32774,34049,34047,28770,32939,42277,32359,32964,32764,33194,32775,34048,34048,28768
0.074003586,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32963,32764,33208,32776,34048,34047,28768,32939,42277,32359,32964,32764,33193,32776,34048,34048,28768
0.07500426,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32962,32763,33194,32774,34049,34048,28766,32939,42277,32359,32964,32764,33193,32776,34048,34048,28768
0.076003368,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32358,32963,32765,33192,32777,34047,34048,28769,32939,42277,32359,32964,32764,33193,32776,34048,34048,28768
0.077003202,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32360,32961,32763,33193,32774,34047,34047,28767,32939,42277,32359,32964,32764,33192,32776,34048,34048,28768
0.078014022,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32357,32966,32765,33190,32778,34049,34050,28768,32939,42277,32359,32964,32764,33192,32776,34048,34048,28768
0.079003596,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32964,32765,33193,32774,34050,34047,28769,32939,42277,32359,32964,32764,33192,32776,34048,34048,28768
0.080003868,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32964,32762,33191,32774,34045,34047,28769,32939,42277,32359,32964,32764,33192,32776,34048,34048,28768
0.081004032,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32359,32964,32764,33192,32777,34048,34047,28766,32939,42277,32359,32964,32764,33191,32776,34048,34048,28768
0.08200362,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32357,32964,32763,33189,32776,34046,34048,28769,32939,42277,32359,32964,32764,33191,32776,34048,34048,28768
0.083003886,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32962,32763,33192,32776,34048,34047,28768,32939,42277,32359,32964,32764,33191,32776,34048,34048,28768
0.084004158,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32965,32763,33190,32774,34049,34047,28768,32939,42277,32359,32964,32764,33190,32776,34048,34048,28768
0.085003158,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32963,32763,33190,32777,34047,34049,28767,32939,42277,32359,32964,32764,33190,32777,34048,34048,28768
0.086003292,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32964,32763,33191,32775,34046,34047,28768,32939,42277,32359,32964,32764,33190,32777,34048,34048,28768
0.087003768,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42278,32359,32965,32763,33188,32777,34048,34046,28767,32939,42277,32359,32964,32764,33189,32777,34048,34048,28768
0.08800407,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32962,32764,33190,32776,34048,34048,28767,32939,42277,32359,32964,32764,33189,32777,34048,34048,28768
0.089003388,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32356,32965,32763,33187,32778,34047,34048,28770,32939,42277,32359,32964,32764,33189,32777,34048,34048,28768
0.090003648,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32963,32765,33189,32775,34050,34047,28768,32939,42277,32359,32964,32764,33189,32777,34048,34048,28768
0.091014384,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32357,32964,32763,33189,32777,34049,34049,28769,32939,42277,32359,32964,32764,33188,32777,34048,34048,28768
0.092003622,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32961,32764,33187,32777,34047,34049,28768,32939,42277,32359,32964,32764,33188,32777,34048,34048,28768
0.09300318,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32360,32966,32765,33189,32775,34047,34048,28766,32939,42277,32359,32964,32764,33188,32777,34048,34048,28768
0.094003968,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32358,32960,32763,33186,32776,34046,34045,28767,32939,42277,32359,32964,32764,33188,32777,34048,34048,28768
0.095003448,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32966,32764,33187,32777,34047,34046,28767,32939,42277,32359,32964,32764,33187,32777,34048,34048,28768
0.096003708,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32360,32962,32763,33186,32776,34048,34047,28767,32939,42277,32359,32964,32764,33187,32778,34048,34048,28768
0.097003446,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32357,32964,32762,33187,32778,34046,34049,28768,32939,42277,32359,32964,32764,33187,32778,34048,34048,28768
0.09800373,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32966,32764,33186,32778,34049,34046,28768,32939,42277,32359,32964,32764,33187,32778,34048,34048,28768
0.099003648,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32961,32764,33188,32778,34050,34049,28767,32939,42277,32359,32964,32764,33186,32778,34048,34048,28768
0.100003681,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32359,32964,32764,33185,32777,34047,34049,28767,32939,42277,32359,32964,32764,33186,32778,34048,34048,28768
0.101003233,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32964,32765,33185,32779,34047,34047,28767,32939,42277,32359,32964,32764,33186,32778,34048,34048,28768
0.102004039,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32966,32766,33186,32777,34048,34047,28767,32939,42277,32359,32964,32764,33185,32778,34048,34048,28768
0.103003219,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32357,32961,32763,33185,32777,34048,34049,28767,32939,42277,32359,32964,32764,33185,32778,34048,34048,28768
0.104014429,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32359,32962,32763,33185,32779,34047,34047,28768,32939,42277,32359,32964,32764,33185,32778,34048,34048,28768
0.105004333,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32358,32964,32763,33184,32777,34047,34048,28768,32939,42277,32359,32964,32764,33184,32778,34048,34048,28768
0.106004059,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32359,32965,32763,33184,32778,34046,34048,28769,32939,42277,32359,32964,32764,33184,32778,34048,34048,28768
0.107003581,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32360,32962,32763,33183,32778,34049,34048,28767,32939,42277,32359,32964,32764,33184,32779,34048,34048,28768
0.108003229,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32937,42276,32358,32966,32766,33184,32778,34048,34047,28767,32939,42277,32359,32964,32764,33184,32779,34048,34048,28768
0.109004215,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32358,32965,32763,33184,32779,34047,34047,28767,32939,42277,32359,32964,32764,33183,32779,34048,34048,28768
0.110004241,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32360,32963,32763,33183,32777,34046,34047,28767,32939,42277,32359,32964,32764,33183,32779,34048,34048,28768
0.111003337,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32356,32965,32764,33183,32779,34047,34048,28768,32939,42277,32359,32964,32764,33183,32779,34048,34048,28768
0.112003525,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32963,32762,33182,32780,34048,34048,28768,32939,42277,32359,32964,32764,33183,32779,34048,34048,28768
0.113003977,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32358,32962,32763,33183,32777,34048,34048,28768,32939,42277,32359,32964,32764,33182,32779,34048,34048,28768
0.114003709,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32964,32765,33181,32780,34050,34046,28768,32939,42277,32359,32964,32764,33182,32779,34048,34048,28768
0.115003591,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32937,42276,32359,32964,32762,33182,32777,34048,34046,28767,32939,42277,32359,32964,32764,33182,32779,34048,34048,28768
