TIMESTAMP,ENCODER_POS_1,ENCODER_POS_2,ENCODER_POS_3,ENCODER_POS_4,ENCODER_POS_5,ENCODER_POS_6,ENCODER_POS_7,ENCODER_VEL_1,ENCODER_VEL_2,ENCODER_VEL_3,ENCODER_VEL_4,ENCODER_VEL_5,ENCODER_VEL_6,ENCODER_VEL_7,MOTOR_CURRENT_1,MOTOR_CURRENT_2,MOTOR_CURRENT_3,MOTOR_CURRENT_4,MOTOR_CURRENT_5,MOTOR_CURRENT_6,MOTOR_CURRENT_7,MOTOR_CURRENT_8,MOTOR_CURRENT_9,MOTOR_CURRENT_10,MOTOR_STATUS_1,MOTOR_STATUS_2,MOTOR_STATUS_3,MOTOR_STATUS_4,MOTOR_STATUS_5,MOTOR_STATUS_6,MOTOR_STATUS_7,MOTOR_STATUS_8,MOTOR_STATUS_9,MOTOR_STATUS_10
0.470004268,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42278,32362,32965,32763,33082,32812,34046,34046,28767,32939,42277,32361,32964,32764,33082,32813,34048,34048,28768
0.471004126,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42275,32359,32963,32764,33080,32812,34048,34047,28767,32939,42277,32361,32964,32764,33081,32813,34048,34048,28768
0.472003204,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32964,32763,33080,32813,34048,34049,28767,32939,42277,32361,32964,32764,33081,32813,34048,34048,28768
0.473003596,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32964,32763,33085,32813,34047,34049,28770,32939,42277,32361,32964,32764,33081,32813,34048,34048,28768
0.474003838,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32939,42277,32359,32963,32763,33078,32811,34048,34047,28768,32939,42277,32361,32964,32764,33080,32813,34048,34048,28768
0.47500429,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32964,32764,33078,32811,34045,34048,28766,32939,42277,32361,32964,32764,33080,32813,34048,34048,28768
0.47600422,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32362,32963,32762,33082,32813,34046,34046,28766,32939,42277,32361,32964,32764,33080,32813,34048,34048,28768
0.477004132,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32963,32764,33079,32812,34047,34047,28767,32939,42277,32361,32964,32764,33079,32813,34048,34048,28768
0.478003174,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32961,32763,33080,32813,34049,34048,28770,32939,42277,32361,32964,32764,33079,32814,34048,34048,28768
0.479003512,8379252,9130143,7485273,8388659,8388556,8388565,8388567,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32966,32763,33079,32814,34048,34048,28768,32939,42277,32361,32964,32764,33079,32814,34048,34048,28768
0.480003556,8379252,9130143,7485273,8388659,8388556,8388565,8388566,1.19209289551,0,0,0,0,0,0,32938,42277,32360,32963,32764,33080,32807,34047,34049,28767,32939,42277,32361,32964,32764,33079,32793,34048,34048,28768
0.481013836,8379252,9130143,7485273,8388659,8388556,8388565,8388566,1.19209289551,0,0,0,0,0,0,32940,42277,32363,32963,32764,33079,32794,34048,34048,28767,32939,42277,32361,32964,32764,33078,32793,34048,34048,28768
0.482003308,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32360,32966,32763,33081,32792,34047,34048,28767,32939,42277,32361,32964,32764,33078,32793,34048,34048,28768
0.4830034,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32961,32763,33078,32792,34048,34048,28770,32939,42277,32361,32964,32764,33078,32772,34048,34048,28768
0.484004176,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32360,32964,32764,33078,32781,34047,34047,28768,32939,42277,32361,32964,32764,33077,32772,34048,34048,28768
0.48500338,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32966,32765,33077,32770,34049,34046,28769,32939,42277,32361,32964,32764,33077,32772,34048,34048,28768
0.486004168,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32361,32960,32762,33075,32772,34049,34046,28768,32939,42277,32361,32964,32764,33077,32771,34048,34048,28768
0.487003234,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32964,32762,33075,32770,34046,34048,28768,32939,42277,32361,32964,32764,33077,32771,34048,34048,28768
0.488004256,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32963,32764,33079,32771,34050,34050,28767,32939,42277,32361,32964,32764,33076,32771,34048,34048,28768
0.489003706,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32965,32763,33074,32771,34048,34048,28768,32939,42277,32361,32964,32764,33076,32771,34048,34048,28768
0.490004224,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32963,32763,33078,32770,34047,34048,28767,32939,42277,32361,32964,32764,33076,32770,34048,34048,28768
0.491003158,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32965,32765,33075,32770,34048,34048,28767,32939,42277,32361,32964,32764,33076,32770,34048,34048,28768
0.492004114,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32962,32762,33075,32769,34046,34046,28767,32939,42277,32361,32964,32764,33075,32770,34048,34048,28768
0.493003282,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32964,32763,33075,32770,34047,34044,28767,32939,42277,32361,32964,32764,33075,32770,34048,34048,28768
0.49401391,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32964,32763,33074,32770,34048,34048,28766,32939,42277,32361,32964,32764,33075,32769,34048,34048,28768
0.495003706,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32964,32762,33071,32770,34047,34049,28768,32939,42277,32361,32964,32764,33074,32769,34048,34048,28768
0.496003264,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32963,32764,33076,32765,34049,34048,28767,32939,42277,32361,32964,32764,33074,32769,34048,34048,28768
0.497003956,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32361,32963,32765,33073,32769,34048,34048,28766,32939,42277,32361,32964,32764,33074,32768,34048,34048,28768
0.498003334,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32360,32965,32762,33074,32768,34046,34049,28769,32939,42277,32361,32964,32764,33073,32768,34048,34048,28768
0.499003318,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32362,32962,32764,33075,32768,34047,34048,28767,32939,42277,32362,32964,32764,33073,32768,34048,34048,28768
0.50000332,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42276,32360,32965,32764,33070,32769,34045,34047,28768,32939,42277,32362,32964,32764,33073,32767,34048,34048,28768
0.501003502,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32361,32961,32761,33074,32768,34049,34046,28768,32939,42277,32362,32964,32764,33073,32767,34048,34048,28768
0.502003744,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32363,32963,32765,33073,32766,34049,34046,28767,32939,42277,32362,32964,32764,33072,32767,34048,34048,28768
0.503003807,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32360,32963,32764,33071,32766,34049,34049,28767,32939,42277,32362,32964,32764,33072,32767,34048,34048,28768
0.504003269,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32363,32963,32763,33071,32767,34046,34048,28768,32939,42277,32362,32964,32764,33072,32766,34048,34048,28768
0.505004255,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32965,32765,33071,32767,34047,34049,28767,32939,42277,32362,32964,32764,33071,32766,34048,34048,28768
0.506003843,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32964,32762,33069,32765,34049,34048,28770,32939,42277,32362,32964,32764,33071,32766,34048,34048,28768
0.507013967,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42276,32361,32963,32763,33073,32766,34049,34047,28769,32939,42277,32362,32964,32764,33071,32765,34048,34048,28768
0.508004171,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32362,32964,32766,33069,32764,34049,34045,28768,32939,42277,32362,32964,32764,33071,32765,34048,34048,28768
0.509003603,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42278,32362,32962,32765,33070,32764,34045,34047,28767,32939,42277,32362,32964,32764,33070,32765,34048,34048,28768
0.510004085,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32362,32966,32763,33071,32766,34046,34049,28769,32939,42277,32362,32964,32764,33070,32765,34048,34048,28768
0.511003853,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32359,32963,32763,33070,32762,34047,34046,28765,32939,42277,32362,32964,32764,33070,32764,34048,34048,28768
0.512003759,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32363,32962,32764,33067,32764,34047,34047,28767,32939,42277,32362,32964,32764,33070,32764,34048,34048,28768
0.513003551,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32965,32763,33072,32762,34047,34047,28768,32939,42277,32362,32964,32764,33069,32764,34048,34048,28768
0.514003223,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32362,32962,32764,33066,32764,34048,34046,28770,32939,42277,32362,32964,32764,33069,32764,34048,34048,28768
0.515003507,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32965,32765,33069,32764,34047,34049,28766,32939,42277,32362,32964,32764,33069,32763,34048,34048,28768
0.516003947,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32362,32963,32761,33070,32762,34047,34049,28766,32939,42277,32362,32964,32764,33068,32763,34048,34048,28768
0.517003715,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32965,32765,33066,32762,34049,34047,28766,32939,42277,32362,32964,32764,33068,32763,34048,34048,28768
0.518003165,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32362,32962,32763,33071,32762,34050,34047,28767,32939,42277,32362,32964,32764,33068,32762,34048,34048,28768
0.519003335,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32362,32964,32762,33066,32762,34049,34048,28767,32939,42277,32362,32964,32764,33068,32762,34048,34048,28768
0.520013369,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32964,32765,33067,32760,34047,34048,28768,32939,42277,32362,32964,32764,33067,32762,34048,34048,28768
0.521004167,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42276,32362,32962,32763,33067,32762,34048,34050,28770,32939,42277,32362,32964,32764,33067,32761,34048,34048,28768
0.522003491,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32965,32762,33069,32761,34047,34046,28768,32939,42277,32362,32964,32764,33067,32761,34048,34048,28768
0.523003793,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32362,32965,32765,33066,32761,34049,34048,28767,32939,42277,32362,32964,32764,33066,32761,34048,34048,28768
0.524003177,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32940,42277,32360,32963,32764,33065,32759,34049,34045,28770,32939,42277,32362,32964,32764,33066,32761,34048,34048,28768
0.525003263,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32363,32965,32764,33065,32759,34047,34049,28767,32939,42277,32362,32964,32764,33066,32760,34048,34048,28768
0.526003421,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32360,32965,32764,33066,32761,34047,34049,28767,32939,42277,32362,32964,32764,33066,32760,34048,34048,28768
0.527003705,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32363,32962,32763,33064,32759,34049,34047,28766,32939,42277,32362,32964,32764,33065,32760,34048,34048,28768
0.528003419,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32359,32962,32763,33063,32760,34048,34050,28767,32939,42277,32362,32964,32764,33065,32760,34048,34048,28768
0.529004045,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32363,32963,32764,33066,32757,34047,34047,28766,32939,42277,32362,32964,32764,33065,32759,34048,34048,28768
0.530003705,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32963,32762,33065,32760,34047,34049,28769,32939,42277,32362,32964,32764,33064,32759,34048,34048,28768
0.531003941,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32964,32764,33064,32757,34046,34046,28769,32939,42277,32362,32964,32764,33064,32759,34048,34048,28768
0.532003259,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32362,32964,32764,33061,32759,34046,34048,28766,32939,42277,32362,32964,32764,33064,32758,34048,34048,28768
0.533014445,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32362,32966,32765,33063,32758,34046,34046,28767,32939,42277,32362,32964,32764,33064,32758,34048,34048,28768
0.534003521,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32361,32961,32760,33060,32757,34048,34046,28768,32939,42277,32362,32964,32764,33063,32758,34048,34048,28768
0.535003637,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32361,32965,32765,33063,32756,34045,34047,28768,32939,42277,32362,32964,32764,33063,32758,34048,34048,28768
0.536003537,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32940,42277,32361,32965,32764,33064,32760,34047,34048,28767,32939,42277,32362,32964,32764,33063,32757,34048,34048,28768
0.537004157,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32363,32962,32764,33062,32755,34048,34047,28768,32939,42277,32362,32964,32764,33062,32757,34048,34048,28768
0.538003175,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32361,32963,32762,33060,32758,34046,34047,28769,32939,42277,32362,32964,32764,33062,32757,34048,34048,28768
0.539004311,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32362,32963,32766,33063,32755,34047,34048,28768,32939,42277,32362,32964,32764,33062,32756,34048,34048,28768
0.540003497,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32362,32963,32763,33062,32757,34049,34045,28769,32939,42277,32362,32964,32764,33062,32756,34048,34048,28768
0.541003505,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32364,32964,32765,33062,32755,34047,34048,28765,32939,42277,32362,32964,32764,33061,32756,34048,34048,28768
0.542003543,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42276,32361,32963,32763,33061,32755,34047,34051,28767,32939,42277,32362,32964,32764,33061,32755,34048,34048,28768
0.543003695,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32964,32764,33060,32757,34049,34048,28768,32939,42277,32362,32964,32764,33061,32755,34048,34048,28768
0.544003343,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42275,32362,32963,32764,33059,32754,34048,34049,28766,32939,42277,32362,32964,32764,33060,32755,34048,34048,28768
0.545004185,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42278,32362,32965,32762,33062,32756,34048,34048,28767,32939,42277,32362,32964,32764,33060,32755,34048,34048,28768
0.546014057,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32362,32963,32763,33060,32753,34048,34046,28768,32939,42277,32362,32964,32764,33060,32754,34048,34048,28768
0.547003433,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42275,32361,32965,32764,33057,32755,34048,34047,28767,32939,42277,32362,32964,32764,33060,32754,34048,34048,28768
0.548003393,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32363,32961,32764,33060,32752,34050,34047,28766,32939,42277,32362,32964,32764,33059,32754,34048,34048,28768
0.549003917,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32362,32963,32761,33059,32754,34050,34046,28767,32939,42277,32362,32964,32764,33059,32754,34048,34048,28768
0.550003715,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32363,32962,32765,33060,32753,34046,34047,28768,32939,42277,32362,32964,32764,33059,32753,34048,34048,28768
0.551004239,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32360,32963,32764,33056,32754,34048,34046,28765,32939,42277,32362,32964,32764,33059,32753,34048,34048,28768
0.552003401,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32362,32964,32764,33058,32753,34046,34048,28768,32939,42277,32362,32964,32764,33058,32753,34048,34048,28768
0.553004141,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42277,32361,32962,32763,33057,32750,34048,34047,28768,32939,42277,32362,32964,32764,33058,32753,34048,34048,28768
0.554003591,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32363,32966,32764,33059,32752,34048,34049,28769,32939,42277,32362,32964,32764,33058,32752,34048,34048,28768
0.555003623,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32360,32962,32762,33056,32750,34046,34048,28768,32939,42277,32362,32964,32764,33057,32752,34048,34048,28768
0.556003865,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32363,32963,32766,33059,32753,34049,34048,28767,32939,42277,32362,32964,32764,33057,32752,34048,34048,28768
0.557003183,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42277,32364,32963,32763,33055,32751,34049,34047,28766,32939,42277,32362,32964,32764,33057,32751,34048,34048,28768
0.558003359,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32940,42276,32360,32964,32763,33057,32751,34047,34047,28766,32939,42277,32362,32964,32764,33056,32751,34048,34048,28768
0.559013843,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42277,32362,32964,32764,33055,32752,34047,34048,28768,32939,42277,32362,32964,32764,33056,32751,34048,34048,28768
0.560003531,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42278,32361,32963,32764,33057,32753,34046,34047,28768,32939,42277,32362,32964,32764,33056,32750,34048,34048,28768
0.561003671,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42275,32361,32963,32764,33054,32751,34049,34047,28765,32939,42277,32362,32964,32764,33056,32750,34048,34048,28768
0.562003955,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42278,32361,32964,32762,33055,32752,34048,34048,28766,32939,42277,32362,32964,32764,33055,32750,34048,34048,28768
0.563004179,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42275,32362,32963,32765,33056,32753,34049,34048,28769,32939,42277,32362,32964,32764,33055,32750,34048,34048,28768
0.564004187,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42278,32363,32961,32762,33054,32750,34049,34046,28769,32939,42277,32362,32964,32764,33055,32749,34048,34048,28768
0.565004033,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32963,32764,33054,32752,34047,34045,28767,32939,42277,32362,32964,32764,33055,32749,34048,34048,28768
0.566003393,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32362,32966,32765,33052,32753,34046,34049,28767,32939,42277,32362,32964,32764,33054,32749,34048,34048,28768
0.567003515,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32962,32762,33054,32751,34045,34047,28770,32939,42277,32362,32964,32764,33054,32749,34048,34048,28768
0.568004231,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32362,32963,32764,33053,32750,34049,34047,28767,32939,42277,32362,32964,32764,33054,32748,34048,34048,28768
0.569003987,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42278,32360,32966,32763,33054,32751,34047,34050,28767,32939,42277,32362,32964,32764,33054,32748,34048,34048,28768
0.570003377,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32363,32962,32764,33053,32750,34050,34047,28768,32939,42277,32362,32964,32764,33053,32748,34048,34048,28768
0.571003163,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32360,32962,32764,33052,32751,34047,34048,28767,32939,42277,32362,32964,32764,33053,32747,34048,34048,28768
0.572014415,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32964,32764,33054,32751,34046,34048,28767,32939,42277,32362,32964,32764,33053,32747,34048,34048,28768
0.573003785,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32362,32965,32763,33053,32754,34047,34047,28767,32939,42277,32362,32964,32764,33052,32747,34048,34048,28768
0.574003445,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32363,32965,32765,33051,32750,34050,34048,28768,32939,42277,32362,32964,32764,33052,32747,34048,34048,28768
0.575003597,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42277,32361,32961,32761,33053,32751,34048,34049,28769,32939,42277,32362,32964,32764,33052,32746,34048,34048,28768
0.576003179,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42275,32359,32966,32763,33048,32751,34047,34047,28766,32939,42277,32362,32964,32764,33051,32746,34048,34048,28768
0.577003523,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42278,32366,32962,32765,33052,32752,34046,34046,28767,32939,42277,32362,32964,32764,33051,32746,34048,34048,28768
0.578003747,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42276,32360,32961,32764,33050,32747,34045,34046,28768,32939,42277,32362,32964,32764,33051,32745,34048,34048,28768
0.579003467,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42278,32361,32966,32763,33051,32746,34050,34048,28768,32939,42277,32362,32964,32764,33051,32745,34048,34048,28768
0.580003469,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42275,32359,32962,32763,33051,32744,34047,34048,28767,32939,42277,32362,32964,32764,33050,32745,34048,34048,28768
0.581003621,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32964,32764,33052,32744,34046,34047,28768,32939,42277,32362,32964,32764,33050,32745,34048,34048,28768
0.582003941,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32363,32966,32764,33047,32744,34048,34048,28767,32939,42277,32362,32964,32764,33050,32744,34048,34048,28768
0.583003979,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32362,32961,32762,33052,32744,34047,34047,28764,32939,42277,32362,32964,32764,33050,32744,34048,34048,28768
0.584004041,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32937,42277,32360,32965,32764,33047,32743,34048,34046,28768,32939,42277,32362,32964,32764,33049,32744,34048,34048,28768
0.585013751,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32363,32964,32762,33049,32745,34049,34049,28767,32939,42277,32362,32964,32764,33049,32744,34048,34048,28768
0.586003553,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32963,32763,33048,32742,34049,34049,28766,32939,42277,32362,32964,32764,33049,32743,34048,34048,28768
0.587003213,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32361,32963,32764,33049,32744,34048,34047,28766,32939,42277,32362,32964,32764,33048,32743,34048,34048,28768
0.588003317,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32938,42277,32361,32964,32764,33048,32741,34046,34047,28768,32939,42277,32362,32964,32764,33048,32743,34048,34048,28768
0.589003289,8379252,9130143,7485273,8388659,8388556,8388565,8388565,1.19209289551,0,0,0,0,0,0,32939,42276,32362,32964,32765,33047,32742,34047,34049,28768,32939,42277,32362,32964,32764,33048,32742,34048,34048,28768
